    0.000000     0.000000     0.000000
 3826.983900     0.145789     0.068376
 3827.028152     0.734038     0.068871
 3827.072405     0.960705     0.066631
 3827.116658     0.478061     0.067622
 3827.160911     0.034230     0.066912
 3827.205164     1.395464     0.066731
 3827.249416     0.207066     0.068141
 3827.293669     0.198202     0.068185
 3827.337922    -0.303992     0.069787
 3827.382175     0.990262     0.067328
 3827.426428     0.681479     0.067506
 3827.470681     0.746615     0.067907
 3827.514933     0.306840     0.069058
 3827.559186    -0.091116     0.068954
 3827.603439     0.047212     0.068872
 3827.647692    -0.192002     0.068679
 3827.691945    -0.376919     0.066210
 3827.736197    -0.325675     0.069419
 3827.780450     0.636720     0.066370
 3827.824703     0.282317     0.067633
 3827.868956     0.559567     0.065692
 3827.913209     0.291514     0.067258
 3827.957462     0.004219     0.067411
 3828.001714    -0.320299     0.066380
 3828.045967     0.375110     0.067086
 3828.090220     0.078031     0.065144
 3828.134473     0.011663     0.068731
 3828.178726     0.212835     0.065836
 3828.222979    -0.146594     0.066294
 3828.267231     1.230897     0.065341
 3828.311484     0.729719     0.064478
 3828.355737     0.494763     0.063639
 3828.399990     0.615442     0.064036
 3828.444243    -0.105963     0.065765
 3828.488495    -0.185568     0.062973
 3828.532748     0.308098     0.065980
 3828.577001    -0.029893     0.062914
 3828.621254     0.184294     0.064720
 3828.665507     0.038699     0.063445
 3828.709760     0.112843     0.064097
 3828.754012     0.894067     0.064344
 3828.798265     0.263135     0.063246
 3828.842518     0.199960     0.065398
 3828.886771     0.140491     0.062206
 3828.931024     0.568544     0.066036
 3828.975276     0.232173     0.063144
 3829.019529     0.940832     0.064645
 3829.063782     0.480266     0.063670
 3829.108035     0.037361     0.064669
 3829.152288    -0.242054     0.065942
 3829.196541    -0.167833     0.064485
 3829.240793     0.414609     0.065798
 3829.285046    -0.610381     0.063644
 3829.329299    -0.018363     0.065812
 3829.373552    -0.012671     0.063435
 3829.417805     0.057217     0.065236
 3829.462057    -0.164630     0.065441
 3829.506310    -0.206956     0.065556
 3829.550563     0.102194     0.065787
 3829.594816    -0.412311     0.064460
 3829.639069     0.226946     0.065568
 3829.683322     0.415763     0.061766
 3829.727574     0.069848     0.064928
 3829.771827     0.842401     0.062321
 3829.816080    -0.183478     0.062715
 3829.860333     0.243956     0.062222
 3829.904586     0.669424     0.062305
 3829.948839     0.685834     0.063555
 3829.993091    -0.259903     0.062790
 3830.037344    -0.283958     0.064430
 3830.081597     0.146158     0.060564
 3830.125850     0.839578     0.063026
 3830.170103     0.187583     0.061696
 3830.214355     0.448922     0.062407
 3830.258608     0.643138     0.062103
 3830.302861     0.006594     0.062116
 3830.347114     1.014885     0.063688
 3830.391367    -0.470551     0.062456
 3830.435620    -0.333570     0.064332
