3944.375749 0.000119 25352.55421    2366 3944.375362  ThII
3944.510363 0.000124 25351.68901    8892 3944.510426  ThII
3944.575833 0.000124 25351.26823    9340 3944.576087  ThI
3944.720956 0.000123 25350.33558   11490 3944.721746  ThI
3944.806641 0.000127 25349.78495    4537 3944.806601  ThII
3945.122849 0.000116 25347.75312    3706 3945.123319  Contam
3946.253144 0.000113 25340.49296    6359 3946.251907  NoID
3946.322802 0.000122 25340.04566    2516 3946.324089  ThI
3946.624094 0.000112 25338.11116   10683 3946.623948  ThII
3946.937116 0.000112 25336.10166    8014 3946.936953  ThII
3947.214113 0.000111 25334.32369  333084 3947.213753  ArII
3947.265269 0.000212 25333.99536   20099 3947.262411  ThII
3947.508896 0.000110 25332.43183   54854 3947.509119  ThI
3947.599393 0.000111 25331.85109   10746 3947.600156  ThI
3948.252874 0.000111 25327.65838    7610 3948.253604  NoID
3948.447816 0.000110 25326.40791   42687 3948.448067  ThI
3948.621868 0.000109 25325.29154   92509 3948.621610  ArI
3948.769495 0.000132 25324.34474     908 3948.768114  NoID
3948.915323 0.000115 25323.40955    2385 3948.914972  NoID
3949.147860 0.000109 25321.91844  323650 3949.147912  ThI
3949.251817 0.000109 25321.25188   30187 3949.251939  ThI
3950.587276 0.000121 25312.69227    1225              ? 
3951.513412 0.000107 25306.75961  591464 3951.513116  ThI
3951.923063 0.000107 25304.13634   12853 3951.923116  ThI
3952.225649 0.000118 25302.19903    1536 3952.226685  ThII
3952.279358 0.000247 25301.85519     233              ? 
3953.977784 0.000109 25290.98681    3443 3953.979084  NoID
3954.456766 0.000108 25287.92345    3324 3954.456743  NoID
3954.563395 0.000111 25287.24160    1930 3954.563630  NoID
3954.796507 0.000113 25285.75107    1587 3954.797519  NoID
3955.188955 0.000119 25283.24213    3184 3955.187019  ThI
3955.248854 0.000166 25282.85923    2474 3955.249891  ThI
3955.846991 0.000111 25279.03638    1768 3955.845924  NoID
3956.046905 0.000129 25277.75893     788              ? 
3956.288931 0.000130 25276.21257   24868 3956.289161  ThI
3956.375218 0.000136 25275.66130     688 3956.373231  ThII
3957.010288 0.000129 25271.60475   28610 3957.009733  ThI
3957.124202 0.000132 25270.87726    7398 3957.124399  ThI
3957.223984 0.000118 25270.24005    1170 3957.224226  NoID
